"event_date_UTC","network_code","park_code","site_name","station_code","SET_direction","pin_position","SET_offset_mm","pin_length_mm","pin_height_mm","set_type"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","A",7,393,762,201,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-1","A",1,393,762,192,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-1","D",7,393,762,203,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","B",1,393,762,207,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","B",4,393,762,209,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","B",7,393,762,210,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","B",4,393,762,249,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","B",7,393,762,245,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","C",1,393,762,186,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","C",4,393,762,188,"deep"
2012-03-07,"NCBN","ASIS","Marsh 11","M11-1","B",8,393,762,192,"deep"
2014-06-03,"NCBN","ASIS","Marsh 11","M11-4","B",5,393,762,234,"deep"
2014-06-03,"NCBN","ASIS","Marsh 11","M11-4","B",8,393,762,241,"deep"
2012-08-28,"NCBN","ASIS","Marsh 11","M11-4","B",5,393,762,224,"deep"
2012-08-28,"NCBN","ASIS","Marsh 11","M11-4","B",8,393,762,232,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","D",1,393,762,212,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","D",4,393,762,219,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","D",4,393,762,206,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","D",7,393,762,202,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","D",1,393,762,233,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","D",4,393,762,252,"shallow"
2014-06-03,"NCBN","ASIS","Marsh 11","M11-4","C",2,393,762,218,"deep"
2012-08-28,"NCBN","ASIS","Marsh 11","M11-4","C",2,393,762,211,"deep"
2012-08-28,"NCBN","ASIS","Marsh 11","M11-4","C",9,393,762,220,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-1","B",2,393,762,198,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-1","C",9,393,762,203,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-1","B",9,393,762,185,"deep"
2014-06-03,"NCBN","ASIS","Marsh 11","M11-4","A",5,393,762,218,"deep"
2014-06-03,"NCBN","ASIS","Marsh 11","M11-4","A",8,393,762,225,"deep"
2014-06-03,"NCBN","ASIS","Marsh 11","M11-4","D",5,393,762,215,"deep"
2014-06-03,"NCBN","ASIS","Marsh 11","M11-4","D",8,393,762,220,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","C",5,393,762,185,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","C",8,393,762,201,"deep"
2012-08-28,"NCBN","ASIS","Marsh 11","M11-4","C",8,393,762,214,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","C",2,393,762,197,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","A",9,393,762,197,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","D",2,393,762,192,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","A",9,393,762,238,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","D",9,393,762,245,"shallow"
2012-08-28,"NCBN","ASIS","Marsh 11","M11-4","D",2,393,762,199,"deep"
2012-08-28,"NCBN","ASIS","Marsh 11","M11-4","A",2,393,762,204,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-1","A",2,393,762,197,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","C",9,393,762,194,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","D",9,393,762,193,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","A",2,393,762,247,"shallow"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-1","C",5,393,762,179,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-1","C",8,393,762,201,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-1","B",5,393,762,188,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-1","B",8,393,762,186,"deep"
2014-06-03,"NCBN","ASIS","Marsh 11","M11-4","C",8,393,762,224,"deep"
2012-08-28,"NCBN","ASIS","Marsh 11","M11-4","A",5,393,762,214,"deep"
2012-08-28,"NCBN","ASIS","Marsh 11","M11-4","A",8,393,762,225,"deep"
2012-08-28,"NCBN","ASIS","Marsh 11","M11-4","D",5,393,762,207,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-1","A",5,393,762,206,"deep"
2012-08-28,"NCBN","ASIS","Marsh 11","M11-4","C",5,393,762,206,"deep"
2012-08-28,"NCBN","ASIS","Marsh 11","M11-4","D",8,393,762,199,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-1","A",8,393,762,196,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","C",5,393,762,203,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","C",8,393,762,199,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","D",5,393,762,207,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","D",8,393,762,196,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","C",5,393,762,233,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","C",8,393,762,243,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","D",5,393,762,201,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-1","D",5,393,762,203,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-1","D",8,393,762,199,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","A",8,393,762,205,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","B",5,393,762,242,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","B",5,393,762,187,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","B",8,393,762,183,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","A",8,393,762,198,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","A",5,393,762,204,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-1","A",9,393,762,190,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-1","D",2,393,762,201,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","B",2,393,762,210,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","B",9,393,762,219,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","B",2,393,762,241,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","C",9,393,762,200,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","C",1,393,762,199,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","C",4,393,762,208,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","C",7,393,762,208,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","D",1,393,762,199,"deep"
2012-08-28,"NCBN","ASIS","Marsh 11","M11-4","A",6,393,762,209,"deep"
2012-08-28,"NCBN","ASIS","Marsh 11","M11-4","D",3,393,762,206,"deep"
2012-08-28,"NCBN","ASIS","Marsh 11","M11-4","D",6,393,762,196,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-1","A",3,393,762,200,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-1","A",6,393,762,201,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","C",3,393,762,210,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","C",3,393,762,238,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","D",2,393,762,182,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","B",2,393,762,218,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","D",3,393,762,205,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","D",6,393,762,205,"deep"
2012-08-28,"NCBN","ASIS","Marsh 11","M11-4","A",3,393,762,224,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-1","D",3,393,762,205,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","A",2,393,762,193,"deep"
2012-08-28,"NCBN","ASIS","Marsh 11","M11-4","C",3,393,762,204,"deep"
2012-08-28,"NCBN","ASIS","Marsh 11","M11-4","C",6,393,762,205,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-1","B",3,393,762,193,"deep"
2012-08-28,"NCBN","ASIS","Marsh 11","M11-4","B",3,393,762,226,"deep"
2012-08-28,"NCBN","ASIS","Marsh 11","M11-4","B",6,393,762,217,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-1","C",6,393,762,185,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","A",3,393,762,198,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","A",6,393,762,195,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","A",6,393,762,251,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","D",3,393,762,242,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","D",6,393,762,231,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","B",3,393,762,194,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-1","C",3,393,762,189,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-1","B",6,393,762,187,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","C",6,393,762,208,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","D",3,393,762,193,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","D",6,393,762,199,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","B",3,393,762,248,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","B",6,393,762,239,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","B",6,393,762,185,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","C",6,393,762,239,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","C",3,393,762,194,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","C",6,393,762,187,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","D",4,393,762,203,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","B",1,393,762,248,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","D",7,393,762,219,"shallow"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-1","D",6,393,762,204,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","B",3,393,762,207,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","B",6,393,762,212,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","A",3,393,762,240,"shallow"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","A",2,393,762,200,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","C",2,393,762,244,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","C",9,393,762,238,"shallow"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","A",5,393,762,206,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","B",8,393,762,249,"shallow"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","B",1,393,762,222,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","D",7,393,762,217,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","C",1,393,762,242,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","C",4,393,762,240,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","C",7,393,762,257,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","C",7,393,762,197,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","D",1,393,762,181,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","A",7,393,762,220,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","A",4,393,762,189,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","C",1,393,762,201,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","C",4,393,762,202,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","C",7,393,762,188,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","D",1,393,762,231,"shallow"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","D",4,393,762,230,"shallow"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","D",7,393,762,236,"shallow"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","B",7,393,762,236,"shallow"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","B",5,393,762,210,"deep"
2009-06-22,"NCBN","ASIS","Marsh 11","M11-4","B",8,393,762,215,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","A",5,393,762,242,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","A",8,393,762,246,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","D",5,393,762,254,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","D",8,393,762,197,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","D",8,393,762,234,"shallow"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","B",5,393,762,190,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","B",8,393,762,192,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","B",8,393,762,235,"shallow"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","A",5,393,762,231,"shallow"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","A",8,393,762,230,"shallow"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","D",5,393,762,217,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","D",8,393,762,222,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","C",1,393,762,216,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","A",1,393,762,205,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","B",9,393,762,247,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-2","D",2,393,762,237,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","B",9,393,762,185,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","A",9,393,762,192,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","A",2,393,762,197,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","B",9,393,762,182,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","D",2,393,762,223,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","B",9,393,762,237,"shallow"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","A",2,393,762,234,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","C",2,393,762,218,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","B",2,393,762,227,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","A",9,393,762,197,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","C",2,393,762,214,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","C",9,393,762,199,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","D",1,393,762,218,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","D",4,393,762,219,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","D",7,393,762,214,"deep"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","A",1,393,762,184,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","A",8,393,762,210,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","A",5,393,762,190,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","A",6,393,762,204,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","B",3,393,762,193,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","B",6,393,762,181,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","A",3,393,762,198,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-1","A",6,393,762,202,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","A",3,393,762,184,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","C",3,393,762,222,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","C",6,393,762,190,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","B",6,393,762,235,"shallow"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","C",3,393,762,238,"shallow"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","C",6,393,762,235,"shallow"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","B",3,393,762,232,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","C",4,393,762,210,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","B",1,393,762,216,"deep"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","D",1,393,762,198,"deep"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","D",4,393,762,203,"deep"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","D",7,393,762,202,"deep"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","B",4,393,762,176,"deep"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","B",7,393,762,176,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","A",3,393,762,225,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","A",6,393,762,227,"deep"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","D",3,393,762,208,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","B",4,393,762,197,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","B",7,393,762,183,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","C",5,393,762,192,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","C",8,393,762,207,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","D",9,393,762,221,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","C",9,393,762,231,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","D",2,393,762,223,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","D",2,393,762,237,"shallow"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","A",9,393,762,228,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","B",9,393,762,239,"deep"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","D",9,393,762,206,"deep"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","B",2,393,762,190,"deep"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","B",9,393,762,173,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","D",9,393,762,213,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","A",2,393,762,220,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","D",6,393,762,215,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","C",1,393,762,235,"shallow"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","C",4,393,762,230,"shallow"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","C",7,393,762,229,"shallow"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","B",4,393,762,233,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","A",1,393,762,227,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","A",4,393,762,225,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","A",7,393,762,221,"deep"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","A",7,393,762,188,"deep"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","C",1,393,762,192,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","C",1,393,762,203,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","C",4,393,762,210,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","C",7,393,762,210,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","D",4,393,762,224,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","D",7,393,762,224,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","C",7,393,762,230,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","A",7,393,762,229,"shallow"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","B",1,393,762,236,"shallow"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","D",5,393,762,231,"shallow"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","D",8,393,762,224,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","D",5,393,762,222,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","D",8,393,762,218,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","B",8,393,762,235,"deep"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","A",5,393,762,166,"deep"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","A",8,393,762,190,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","C",5,393,762,222,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","C",8,393,762,227,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","B",5,393,762,234,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","C",5,393,762,209,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","C",8,393,762,212,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","A",5,393,762,224,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","A",8,393,762,221,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","C",5,393,762,235,"shallow"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","C",8,393,762,228,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","B",4,393,762,232,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","B",1,393,762,213,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","B",4,393,762,203,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","B",7,393,762,206,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","A",2,393,762,229,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","A",9,393,762,215,"deep"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","A",2,393,762,170,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","C",9,393,762,215,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","C",2,393,762,231,"shallow"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","C",2,393,762,203,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","D",9,393,762,217,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","D",2,393,762,217,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","D",9,393,762,234,"shallow"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","D",2,393,762,198,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","A",9,393,762,221,"deep"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","A",9,393,762,181,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","B",2,393,762,212,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","B",9,393,762,206,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","A",5,393,762,216,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","A",8,393,762,225,"deep"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","D",5,393,762,196,"deep"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","D",8,393,762,202,"deep"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","B",5,393,762,185,"deep"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","B",8,393,762,181,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","D",5,393,762,210,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","B",7,393,762,237,"deep"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","B",1,393,762,195,"deep"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","C",4,393,762,178,"deep"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","C",7,393,762,155,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-3","D",1,393,762,207,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","A",4,393,762,218,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","A",1,393,762,205,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","D",3,393,762,228,"deep"
2012-12-18,"NCBN","ASIS","Marsh 11","M11-3","D",6,393,762,221,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","C",3,393,762,213,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","C",6,393,762,223,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","A",3,393,762,237,"shallow"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","A",6,393,762,228,"shallow"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","B",3,393,762,232,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","B",6,393,762,233,"deep"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","D",6,393,762,192,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","D",3,393,762,217,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","D",6,393,762,215,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","B",3,393,762,207,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","B",6,393,762,205,"deep"
2013-06-20,"NCBN","ASIS","Marsh 11","M11-4","D",3,393,762,219,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","C",6,393,762,209,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","D",3,393,762,236,"shallow"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","C",3,393,762,209,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-2","D",6,393,762,233,"shallow"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","A",3,393,762,224,"deep"
2011-04-07,"NCBN","ASIS","Marsh 11","M11-1","A",6,393,762,222,"deep"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","A",3,393,762,173,"deep"
2010-06-08,"NCBN","ASIS","Marsh 11","M11-3","A",6,393,762,180,"deep"
